account_id,product_type,geography,vintage_year,risk_segment,actual_loss,predicted_loss,exposure_k
ACC000066,Auto,West,2022,Low,0.00841,0.00513,1198.71
ACC000067,Mortgage,Midwest,2019,High,0.03205,0.04565,74.27
ACC000068,Mortgage,Southeast,2020,Low,0.00638,0.001,248.73
ACC000069,Auto,Midwest,2020,Low,0.01161,0.01415,536.58
ACC000070,Mortgage,Northeast,2022,Medium,0.00952,0.00804,377.96
ACC000071,Auto,Northeast,2023,High,0.06296,0.04716,503.55
ACC000072,Commercial,Southeast,2022,Low,0.0062,0.01146,813.69
ACC000073,Mortgage,West,2021,Medium,0.01101,0.001,214.84
ACC000074,Mortgage,West,2020,Low,0.001,0.001,85.76
ACC000075,Mortgage,Northeast,2023,Medium,0.01405,0.02288,177.09
ACC000076,Mortgage,Midwest,2019,Medium,0.01205,0.00781,98.8
ACC000077,Credit Card,West,2019,Low,0.0327,0.04047,3059.06
ACC000078,Auto,West,2020,Medium,0.02137,0.02777,78.32
ACC000079,Credit Card,West,2020,Medium,0.07209,0.08509,265.01
ACC000080,Credit Card,Northeast,2021,Medium,0.06767,0.07943,24.51
ACC000081,Auto,Northeast,2023,Low,0.01313,0.02333,174.06
ACC000082,Credit Card,Northeast,2022,Low,0.03409,0.03975,105.16
ACC000083,Mortgage,Northeast,2020,High,0.03133,0.02766,333.89
ACC000084,Mortgage,Northeast,2020,Medium,0.01208,0.01901,344.5
ACC000085,Mortgage,Southeast,2022,Medium,0.00974,0.001,812.73
ACC000086,Credit Card,Midwest,2020,Medium,0.06775,0.09695,738.84
ACC000087,Auto,Southeast,2023,Medium,0.02626,0.02453,137.06
ACC000088,Mortgage,Southeast,2021,Low,0.00969,0.01669,47.79
ACC000089,Auto,Northeast,2021,Low,0.01344,0.02042,55.01
ACC000090,Mortgage,Northeast,2023,Medium,0.01443,0.01321,213.43
ACC000091,Credit Card,West,2020,Low,0.03562,0.04679,179.35
ACC000092,Auto,Midwest,2021,Low,0.01489,0.01455,202.25
ACC000093,Mortgage,Northeast,2021,Medium,0.01822,0.02392,78.09
ACC000094,Mortgage,West,2020,High,0.03371,0.02582,832.71
ACC000095,Auto,West,2019,Medium,0.03504,0.02541,25.35
ACC000096,Mortgage,West,2020,Low,0.00336,0.01523,73.07
ACC000097,Mortgage,Northeast,2019,High,0.03658,0.0307,40.75
ACC000098,Mortgage,Midwest,2022,Low,0.005,0.00784,115.5
ACC000099,Commercial,West,2019,Low,0.00832,0.0067,662.41
ACC000100,Commercial,West,2020,High,0.03665,0.03538,105.08
ACC000101,Credit Card,Northeast,2023,Medium,0.06098,0.08742,167.63
ACC000102,Mortgage,West,2021,High,0.02425,0.02357,329.34
ACC000103,Commercial,Southeast,2022,Medium,0.01697,0.01412,99.25
ACC000104,Credit Card,Southeast,2022,Medium,0.05952,0.07236,234.9
ACC000105,Credit Card,Midwest,2020,Low,0.03989,0.05087,200.52
ACC000106,Auto,West,2022,Low,0.01478,0.00942,38.21
ACC000107,Mortgage,Northeast,2020,High,0.03559,0.03159,85.01
ACC000108,Mortgage,Midwest,2022,High,0.02318,0.03649,227.13
ACC000109,Commercial,West,2022,Low,0.01252,0.01821,691.34
ACC000110,Auto,Midwest,2023,Low,0.00709,0.00433,690.57
ACC000111,Mortgage,Southeast,2023,Low,0.00562,0.01348,1834.6
ACC000112,Mortgage,Northeast,2019,Low,0.00411,0.001,265.75
ACC000113,Auto,Midwest,2020,High,0.07053,0.08154,90.38
ACC000114,Mortgage,Midwest,2021,Low,0.00395,0.01431,137.45
ACC000115,Commercial,Midwest,2020,Low,0.00588,0.02377,129.47
ACC000116,Credit Card,West,2022,High,0.15372,0.17681,90.97
ACC000117,Credit Card,Midwest,2023,Medium,0.05867,0.07717,234.99
ACC000118,Auto,Midwest,2020,Low,0.01472,0.02505,248.49
ACC000119,Auto,Northeast,2023,Low,0.01599,0.01098,36.29
ACC000120,Auto,Midwest,2023,Low,0.01339,0.01022,547.74
ACC000121,Auto,Northeast,2023,Low,0.016,0.01549,16.38
ACC000122,Mortgage,Midwest,2019,Low,0.00157,0.01252,113.64
ACC000123,Auto,Northeast,2020,Low,0.01308,0.00623,589.44
ACC000124,Mortgage,West,2019,Low,0.00813,0.001,307.62
ACC000125,Auto,Southeast,2019,Low,0.01603,0.01792,96.7
ACC000126,Mortgage,Southeast,2019,Low,0.00342,0.00916,1575.91
ACC000127,Mortgage,Northeast,2021,High,0.0303,0.02468,87.52
ACC000128,Mortgage,Northeast,2019,Low,0.00441,0.00977,13.43
ACC000129,Auto,West,2020,Low,0.01204,0.02299,255.52
ACC000130,Mortgage,Southeast,2023,High,0.02646,0.03606,17.56
ACC000131,Commercial,Midwest,2023,Low,0.00752,0.01034,54.72
ACC000132,Auto,West,2023,Low,0.01093,0.01021,313.34
ACC000133,Mortgage,Midwest,2019,Medium,0.01033,0.02421,85.37
ACC000134,Auto,Northeast,2022,Medium,0.02304,0.02316,297.89
ACC000135,Mortgage,Southeast,2022,Low,0.00406,0.01159,36.98
ACC000136,Commercial,Southeast,2019,Medium,0.0213,0.03697,415.79
ACC000137,Auto,Southeast,2023,Medium,0.02573,0.03242,19.51
ACC000138,Credit Card,Northeast,2021,Low,0.03588,0.0429,722.24
ACC000139,Mortgage,Midwest,2023,Low,0.00655,0.001,83.9
ACC000140,Auto,Southeast,2019,Low,0.01316,0.01078,932.05
ACC000141,Auto,Southeast,2022,Medium,0.0213,0.02698,54.13
ACC000142,Commercial,Southeast,2019,Low,0.00622,0.00978,1494.76
ACC000143,Auto,Southeast,2023,Low,0.01049,0.02814,47.03
ACC000144,Auto,Northeast,2022,Medium,0.024,0.02748,17.24
ACC000145,Mortgage,Southeast,2019,High,0.03294,0.03032,156.29
ACC000146,Mortgage,West,2020,Low,0.00866,0.001,652.48
ACC000147,Auto,Midwest,2020,Low,0.02101,0.03045,383.35
ACC000148,Auto,Midwest,2019,Low,0.01271,0.01266,599.18
ACC000149,Mortgage,West,2019,Medium,0.01679,0.00474,392.53
ACC000150,Credit Card,Midwest,2023,Low,0.03477,0.04995,55.46
ACC000151,Commercial,Northeast,2023,High,0.0368,0.02884,372.3
ACC000152,Mortgage,Southeast,2021,Low,0.00692,0.00352,165.9
ACC000153,Auto,Southeast,2023,Low,0.01622,0.01627,63.33
ACC000154,Mortgage,Southeast,2022,Low,0.00507,0.001,184.05
ACC000155,Credit Card,Northeast,2019,Low,0.03559,0.04669,138.71
ACC000156,Mortgage,Northeast,2022,Low,0.00337,0.001,811.75
ACC000157,Credit Card,Southeast,2019,Medium,0.06492,0.07418,80.01
ACC000158,Credit Card,West,2023,Low,0.03021,0.03715,75.65
ACC000159,Credit Card,Midwest,2020,Medium,0.06687,0.07801,64.18
ACC000160,Mortgage,West,2019,Low,0.00277,0.001,1445.51
ACC000161,Commercial,Northeast,2020,Medium,0.01852,0.02321,68.63
ACC000162,Mortgage,Southeast,2022,Low,0.001,0.00261,703.6
ACC000163,Mortgage,Midwest,2023,Medium,0.01242,0.02198,43.05
ACC000164,Auto,Southeast,2021,Low,0.0152,0.03029,272.58
ACC000165,Mortgage,Southeast,2019,High,0.0288,0.03422,203.37
ACC000166,Credit Card,Southeast,2023,High,0.14981,0.16841,652.0
ACC000167,Credit Card,Northeast,2022,Medium,0.05943,0.08035,547.88
ACC000168,Mortgage,West,2021,High,0.02975,0.03348,163.74
ACC000169,Commercial,West,2021,Low,0.00881,0.00921,77.91
ACC000170,Mortgage,Northeast,2023,Medium,0.01079,0.01055,1043.1
ACC000171,Auto,Southeast,2020,Low,0.01588,0.00771,69.11
ACC000172,Mortgage,Midwest,2019,High,0.02807,0.03478,9.76
ACC000173,Commercial,West,2019,Low,0.00444,0.00419,15.95
ACC000174,Mortgage,West,2022,Low,0.00812,0.01972,21.37
ACC000175,Mortgage,Southeast,2023,Medium,0.01207,0.01939,303.33
ACC000176,Auto,Midwest,2022,Low,0.01152,0.00651,2116.17
ACC000177,Commercial,West,2022,Medium,0.01698,0.02695,12.83
ACC000178,Commercial,West,2020,Low,0.0124,0.001,58.03
ACC000179,Credit Card,Southeast,2021,Medium,0.06942,0.09986,165.15
ACC000180,Commercial,West,2019,High,0.04331,0.0326,948.24
ACC000181,Commercial,Southeast,2020,Medium,0.01278,0.01674,57.65
ACC000182,Auto,Northeast,2022,Low,0.00917,0.01259,301.56
ACC000183,Mortgage,West,2023,Low,0.00406,0.01305,109.94
ACC000184,Credit Card,West,2023,Low,0.03439,0.04676,3390.03
ACC000185,Credit Card,Southeast,2023,Low,0.02781,0.02565,176.52
ACC000186,Mortgage,Southeast,2019,Medium,0.01021,0.00759,227.43
ACC000187,Mortgage,Southeast,2023,Low,0.00315,0.0014,164.2
ACC000188,Credit Card,Northeast,2020,Low,0.0329,0.03151,90.23
ACC000189,Mortgage,West,2022,Low,0.00522,0.00558,463.98
ACC000190,Commercial,Northeast,2023,High,0.03366,0.02505,36.94
ACC000191,Mortgage,Midwest,2023,Low,0.00825,0.01345,13.43
ACC000192,Mortgage,Northeast,2022,Low,0.00482,0.00285,123.94
ACC000193,Credit Card,Midwest,2020,Low,0.04194,0.07263,394.92
ACC000194,Mortgage,West,2021,Low,0.00198,0.001,73.93
ACC000195,Mortgage,Midwest,2022,High,0.03102,0.03446,185.64
ACC000196,Auto,Midwest,2021,Low,0.01792,0.01622,34.3
ACC000197,Commercial,West,2021,Medium,0.01526,0.00228,531.23
ACC000198,Mortgage,West,2021,Medium,0.00981,0.00818,324.5
ACC000199,Mortgage,West,2021,Medium,0.00824,0.01426,151.97
ACC000200,Credit Card,Northeast,2019,Medium,0.06927,0.08909,181.72
ACC000201,Commercial,Midwest,2023,Medium,0.015,0.01265,27.87
ACC000202,Auto,West,2019,Low,0.01506,0.00341,29.41
ACC000203,Mortgage,Southeast,2023,Low,0.001,0.00616,128.2
ACC000204,Mortgage,Midwest,2019,Medium,0.01888,0.02224,274.92
ACC000205,Mortgage,Northeast,2021,Medium,0.01022,0.01697,292.15
ACC000206,Mortgage,West,2021,Medium,0.0112,0.009,96.01
ACC000207,Credit Card,Midwest,2021,Low,0.03112,0.03265,363.02
ACC000208,Mortgage,Midwest,2021,Low,0.0047,0.00897,816.44
ACC000209,Auto,West,2023,Low,0.01143,0.01135,133.43
ACC000210,Credit Card,Northeast,2019,Low,0.03599,0.06212,215.21
ACC000211,Auto,Southeast,2023,Low,0.01246,0.01269,115.65
ACC000212,Mortgage,West,2022,Low,0.00766,0.0073,127.54
ACC000213,Credit Card,Northeast,2022,Medium,0.06368,0.08202,181.9
ACC000214,Credit Card,West,2019,Medium,0.07411,0.08434,1145.87
ACC000215,Credit Card,Southeast,2019,Medium,0.07197,0.08181,445.11
ACC000216,Mortgage,Midwest,2020,Medium,0.01219,0.01141,399.5
ACC000217,Mortgage,Midwest,2020,Low,0.00503,0.001,86.1
ACC000218,Commercial,Midwest,2022,Low,0.01088,0.00905,50.51
ACC000219,Mortgage,West,2023,Medium,0.01097,0.02648,236.85
ACC000220,Mortgage,Southeast,2021,Medium,0.01053,0.01887,660.17
ACC000221,Auto,Northeast,2022,Medium,0.02569,0.02815,1173.9
ACC000222,Credit Card,Southeast,2019,Medium,0.07167,0.09909,7.82
ACC000223,Commercial,Midwest,2022,Medium,0.01584,0.00924,2795.22
ACC000224,Mortgage,West,2019,Medium,0.01183,0.03175,244.79
ACC000225,Commercial,West,2022,Medium,0.01407,0.01039,441.74
ACC000226,Mortgage,Southeast,2020,Medium,0.01379,0.02983,18.39
ACC000227,Auto,West,2021,Low,0.01623,0.03223,111.69
ACC000228,Auto,Northeast,2020,Low,0.01973,0.0057,398.38
ACC000229,Mortgage,Northeast,2021,Low,0.00369,0.01543,36.25
ACC000230,Mortgage,Northeast,2023,Medium,0.012,0.00973,4.64
ACC000231,Auto,West,2023,Medium,0.01927,0.01473,221.98
ACC000232,Commercial,Northeast,2020,Low,0.01111,0.01531,139.81
ACC000233,Auto,Midwest,2020,Low,0.01001,0.00194,836.82
ACC000234,Commercial,West,2021,Medium,0.01355,0.01756,122.5
ACC000235,Credit Card,West,2022,Low,0.0325,0.03997,133.75
ACC000236,Auto,West,2019,Medium,0.02814,0.02955,342.82
ACC000237,Credit Card,Northeast,2022,Low,0.02922,0.05491,512.97
ACC000238,Mortgage,Southeast,2023,Low,0.00355,0.00664,63.4
ACC000239,Mortgage,Midwest,2023,Low,0.00719,0.00431,461.0
ACC000240,Credit Card,Midwest,2021,Low,0.0302,0.04953,79.35
ACC000241,Credit Card,Midwest,2020,Low,0.03434,0.03809,151.38
ACC000242,Mortgage,Midwest,2020,Low,0.00461,0.001,331.93
ACC000243,Auto,Southeast,2022,Low,0.01558,0.01214,409.18
ACC000244,Auto,Northeast,2021,Low,0.01629,0.02259,217.45
ACC000245,Commercial,Southeast,2019,Medium,0.01249,0.01574,40.58
ACC000246,Auto,Southeast,2022,Low,0.01626,0.02054,15.73
ACC000247,Auto,Midwest,2019,Low,0.01317,0.01295,118.45
ACC000248,Mortgage,West,2023,Low,0.00571,0.001,476.06
ACC000249,Auto,Midwest,2021,High,0.06593,0.07784,254.59
ACC000250,Credit Card,Midwest,2020,Medium,0.07011,0.07953,198.43
ACC000251,Commercial,Northeast,2019,High,0.05265,0.05601,147.17
ACC000252,Auto,Midwest,2019,High,0.07538,0.07448,215.06
ACC000253,Mortgage,Southeast,2023,Low,0.00362,0.00812,45.02
ACC000254,Mortgage,Northeast,2021,Medium,0.0103,0.00546,378.51
ACC000255,Credit Card,Northeast,2023,Low,0.02559,0.04901,409.76
ACC000256,Credit Card,West,2023,High,0.15435,0.18037,96.9
ACC000257,Mortgage,West,2019,Low,0.00694,0.01487,250.74
ACC000258,Mortgage,Midwest,2020,Low,0.0026,0.00386,18.92
ACC000259,Auto,West,2023,High,0.05945,0.05597,184.21
ACC000260,Mortgage,Northeast,2021,Medium,0.01105,0.03362,126.5
ACC000261,Credit Card,Southeast,2021,High,0.1678,0.17486,672.55
ACC000262,Mortgage,West,2021,Low,0.00205,0.0091,116.94
ACC000263,Mortgage,Northeast,2022,Low,0.00859,0.01125,420.9
ACC000264,Commercial,Midwest,2023,Low,0.00723,0.00672,92.81
ACC000265,Mortgage,Northeast,2023,Low,0.00221,0.00369,9.55
ACC000266,Mortgage,Southeast,2022,Low,0.00385,0.001,113.22
ACC000267,Mortgage,Southeast,2021,Low,0.01075,0.01416,187.94
ACC000268,Mortgage,Southeast,2020,Medium,0.00734,0.00987,177.86
ACC000269,Mortgage,West,2019,Low,0.0038,0.02523,181.12
ACC000270,Mortgage,West,2022,Medium,0.01336,0.02192,80.82
ACC000271,Mortgage,Midwest,2019,High,0.03065,0.03478,100.64
ACC000272,Mortgage,Midwest,2022,Medium,0.00813,0.01273,38.41
ACC000273,Auto,Northeast,2021,Low,0.01664,0.03136,13.52
ACC000274,Credit Card,Northeast,2022,Low,0.03454,0.04177,130.61
ACC000275,Mortgage,Northeast,2023,Low,0.00599,0.00453,60.69
ACC000276,Mortgage,West,2021,Medium,0.00916,0.001,542.29
ACC000277,Auto,Northeast,2021,Low,0.01238,0.01685,10.82
ACC000278,Commercial,Southeast,2021,Low,0.0091,0.01589,210.44
ACC000279,Commercial,West,2020,High,0.03919,0.03122,1892.75
ACC000280,Mortgage,Midwest,2019,Medium,0.01598,0.02746,119.17
ACC000281,Mortgage,Midwest,2019,Medium,0.0171,0.01135,147.92
ACC000282,Mortgage,Northeast,2022,Low,0.00454,0.0018,247.55
ACC000283,Mortgage,Midwest,2023,High,0.02607,0.02702,271.9
ACC000284,Auto,Midwest,2019,Low,0.01856,0.03131,90.9
ACC000285,Auto,Southeast,2020,Low,0.02024,0.01338,44.26
ACC000286,Mortgage,Midwest,2022,High,0.03092,0.03325,324.82
ACC000287,Mortgage,West,2022,High,0.02104,0.02724,15.03
ACC000288,Auto,Southeast,2022,Low,0.01218,0.01673,402.89
ACC000289,Mortgage,Southeast,2022,Low,0.00675,0.0116,92.74
ACC000290,Credit Card,Southeast,2019,Low,0.03452,0.05561,148.96
ACC000291,Mortgage,West,2020,Medium,0.01685,0.01241,78.99
ACC000292,Commercial,Northeast,2021,Medium,0.02139,0.03489,826.38
ACC000293,Mortgage,West,2019,Low,0.00355,0.00266,200.1
ACC000294,Credit Card,West,2020,Low,0.03401,0.04706,100.88
ACC000295,Commercial,Southeast,2020,Medium,0.015,0.02578,97.53
ACC000296,Commercial,Midwest,2023,Medium,0.01441,0.00937,124.24
ACC000297,Credit Card,West,2020,Low,0.03382,0.05139,2634.18
ACC000298,Credit Card,West,2023,Medium,0.06286,0.07208,30.55
ACC000299,Auto,Southeast,2022,High,0.06296,0.08311,544.28
ACC000300,Credit Card,Northeast,2022,Low,0.02365,0.05712,293.46
ACC000301,Mortgage,Midwest,2023,Medium,0.00519,0.0043,941.78
ACC000302,Auto,Northeast,2023,Medium,0.02192,0.02607,315.73
ACC000303,Auto,Northeast,2020,Medium,0.02678,0.02682,149.01
ACC000304,Commercial,West,2021,High,0.04181,0.03902,504.73
ACC000305,Auto,Southeast,2021,Medium,0.02426,0.02522,195.53
ACC000306,Mortgage,Midwest,2023,Medium,0.00637,0.00604,367.21
ACC000307,Auto,Northeast,2019,Low,0.01221,0.001,823.75
ACC000308,Mortgage,Northeast,2021,Medium,0.00765,0.00976,165.84
ACC000309,Mortgage,Northeast,2020,Low,0.00409,0.00375,89.19
ACC000310,Auto,Southeast,2020,Low,0.01258,0.01508,68.54
ACC000311,Auto,Northeast,2022,Low,0.01519,0.01457,254.84
ACC000312,Mortgage,Southeast,2020,Medium,0.00853,0.00565,51.74
ACC000313,Mortgage,Southeast,2022,High,0.02518,0.03218,97.54
ACC000314,Mortgage,Midwest,2023,Medium,0.00836,0.01263,46.48
ACC000315,Mortgage,Midwest,2022,Medium,0.01293,0.0241,273.15
ACC000316,Mortgage,Southeast,2019,Low,0.00554,0.0095,60.18
ACC000317,Credit Card,Southeast,2019,Medium,0.07515,0.08857,31.69
ACC000318,Mortgage,Northeast,2021,High,0.02404,0.02898,39.14
ACC000319,Commercial,Southeast,2021,Low,0.0081,0.001,74.79
ACC000320,Commercial,West,2022,Medium,0.01402,0.03085,83.4
ACC000321,Auto,West,2021,Medium,0.02382,0.02602,200.69
ACC000322,Mortgage,Southeast,2019,Low,0.0058,0.02327,122.25
ACC000323,Auto,West,2023,Medium,0.0302,0.02324,231.45
ACC000324,Credit Card,Midwest,2023,Low,0.02744,0.0335,254.87
ACC000325,Credit Card,Northeast,2022,Low,0.03112,0.04904,360.9
ACC000326,Credit Card,West,2022,Low,0.02756,0.04546,15.04
ACC000327,Auto,Southeast,2023,Low,0.00812,0.01083,38.37
ACC000328,Auto,Midwest,2021,Low,0.01139,0.01287,288.84
ACC000329,Mortgage,Midwest,2019,High,0.02865,0.02363,191.27
ACC000330,Credit Card,Southeast,2022,Low,0.03028,0.0334,479.3
ACC000331,Mortgage,Midwest,2021,Medium,0.01032,0.01259,23.27
ACC000332,Credit Card,Midwest,2022,Medium,0.05806,0.06279,83.92
ACC000333,Commercial,Southeast,2022,Low,0.006,0.001,104.0
ACC000334,Mortgage,Southeast,2021,Low,0.00701,0.00396,181.25
ACC000335,Auto,Midwest,2020,High,0.0678,0.07125,154.94
ACC000336,Mortgage,Northeast,2021,Medium,0.00993,0.02584,260.58
ACC000337,Credit Card,Northeast,2022,High,0.15838,0.18121,129.34
ACC000338,Mortgage,West,2022,Low,0.0029,0.01437,770.32
ACC000339,Commercial,Southeast,2021,Medium,0.01752,0.02275,1129.41
ACC000340,Mortgage,Midwest,2021,Medium,0.00644,0.00937,38.8
ACC000341,Commercial,Midwest,2023,High,0.04017,0.06021,156.67
ACC000342,Credit Card,West,2020,Low,0.0356,0.04001,386.68
ACC000343,Auto,Midwest,2019,High,0.07517,0.07186,299.58
ACC000344,Credit Card,Midwest,2022,Low,0.03487,0.04719,90.98
ACC000345,Credit Card,West,2023,Medium,0.05901,0.08116,201.51
ACC000346,Commercial,West,2022,Medium,0.0139,0.00607,22.19
ACC000347,Mortgage,Northeast,2021,Medium,0.01512,0.02123,145.04
ACC000348,Auto,Midwest,2020,Low,0.0199,0.02453,25.73
ACC000349,Mortgage,Northeast,2021,Medium,0.00892,0.01543,273.03
ACC000350,Auto,West,2019,Low,0.01466,0.02102,38.89
ACC000351,Mortgage,Northeast,2021,Low,0.00864,0.02094,180.48
ACC000352,Auto,Northeast,2020,Medium,0.02852,0.02812,217.68
ACC000353,Auto,Northeast,2020,Medium,0.03053,0.03478,162.56
ACC000354,Auto,Midwest,2021,Low,0.01609,0.0102,69.52
ACC000355,Auto,Northeast,2023,Medium,0.02331,0.01559,115.3
ACC000356,Credit Card,Northeast,2020,Low,0.03576,0.06488,612.34
ACC000357,Credit Card,Midwest,2023,Medium,0.05998,0.06848,89.16
ACC000358,Auto,West,2021,Medium,0.02385,0.02898,152.28
ACC000359,Auto,Midwest,2023,Medium,0.02203,0.02628,76.09
ACC000360,Commercial,Southeast,2020,Medium,0.01529,0.02469,504.98
ACC000361,Mortgage,Midwest,2023,Medium,0.01279,0.001,162.94
ACC000362,Mortgage,Midwest,2022,Low,0.00813,0.01526,59.34
ACC000363,Mortgage,Southeast,2022,Medium,0.01275,0.01229,149.69
ACC000364,Credit Card,Midwest,2021,Low,0.03432,0.04452,111.14
ACC000365,Auto,Northeast,2021,Low,0.01499,0.01298,789.26
ACC000366,Credit Card,Northeast,2021,Medium,0.06683,0.09013,140.66
ACC000367,Credit Card,Midwest,2023,Low,0.03122,0.05207,28.24
ACC000368,Mortgage,Southeast,2022,Low,0.00668,0.00565,269.98
ACC000369,Commercial,Northeast,2019,High,0.04079,0.03167,1265.6
ACC000370,Credit Card,Northeast,2022,Low,0.02913,0.03558,624.1
ACC000371,Mortgage,West,2023,Low,0.00191,0.00794,39.51
ACC000372,Mortgage,Southeast,2022,Low,0.00857,0.001,107.5
ACC000373,Mortgage,Northeast,2021,Low,0.01046,0.00952,143.05
ACC000374,Mortgage,Midwest,2020,Medium,0.00499,0.02644,145.15
ACC000375,Mortgage,Midwest,2022,Medium,0.01519,0.01887,234.43
ACC000376,Commercial,Southeast,2022,Medium,0.01601,0.02195,98.21
ACC000377,Auto,West,2020,Low,0.01741,0.00892,49.46
ACC000378,Mortgage,Southeast,2021,Medium,0.01252,0.0027,465.06
ACC000379,Credit Card,Midwest,2020,Low,0.03882,0.06019,38.54
ACC000380,Auto,Midwest,2019,Medium,0.03063,0.02837,56.68
ACC000381,Commercial,Midwest,2019,Medium,0.01391,0.0233,38.25
ACC000382,Credit Card,Northeast,2019,Low,0.03568,0.05183,309.41
ACC000383,Auto,Midwest,2021,Medium,0.02905,0.0575,168.64
ACC000384,Mortgage,Midwest,2021,Medium,0.01035,0.00657,428.46
ACC000385,Commercial,Northeast,2021,Low,0.01022,0.01334,57.85
ACC000386,Credit Card,Northeast,2023,Medium,0.0598,0.06845,33.0
ACC000387,Commercial,Midwest,2020,Medium,0.01546,0.02452,87.12
